from,to,source_essential,target_essential,edge_type
aguA,SPD_0815,n,n,N-N
speE,SPD_0815,n,n,N-N
SPD_1895,SPD_0815,n,n,N-N
SPD_1395,SPD_1396,n,n,N-N
whiA,SPD_1396,n,n,N-N
engB,SPD_1396,y,n,E-N
SPD_0698,SPD_0697,n,n,N-N
SPD_0698,SPD_0696,n,n,N-N
SPD_0697,SPD_0696,n,n,N-N
SPD_0698,SPD_0694,n,n,N-N
SPD_0697,SPD_0694,n,n,N-N
SPD_0696,SPD_0694,n,n,N-N
SPD_0693,SPD_0692,n,n,N-N
SPD_0693,SPD_0691,n,n,N-N
SPD_0692,SPD_0691,n,n,N-N
SPD_1824,SPD_0687,n,n,N-N
SPD_0687,SPD_0686,n,n,N-N
spr1137,sphtra,n,n,N-N
spr1136,sphtra,n,n,N-N
spr1137,phaB,n,n,N-N
spr1136,phaB,n,n,N-N
sphtra,spr0685,n,n,N-N
phaB,spr0685,n,n,N-N
spr0688,spr0685,n,n,N-N
pphA,spr0685,n,n,N-N
spr1479,spr0685,n,n,N-N
spr0544,spr0685,n,n,N-N
sphtra,spr0684,n,n,N-N
phaB,spr0684,n,n,N-N
spr0688,spr0684,n,n,N-N
pphA,spr0684,n,n,N-N
spr1479,spr0684,n,n,N-N
spr0544,spr0684,n,n,N-N
spr0685,spr0684,n,n,N-N
spr0685,trmD,n,y,N-E
spr0684,trmD,n,y,N-E
SP_0780,SP_0777,n,n,N-N
SP_0902,SP_0777,n,n,N-N
SP_1637,SP_0777,n,n,N-N
SP_1201,SP_0777,n,n,N-N
SP_0619,SP_0777,n,n,N-N
trmD,SP_0777,y,n,E-N
SPD_1311,SPD_1312,n,n,N-N
sufD,SPD_0765,n,n,N-N
sufB,SPD_0765,n,n,N-N
sufC,SPD_0765,n,n,N-N
SPD_1312,SPD_0672,n,n,N-N
spr1259,rpsA,n,n,N-N
SPD_1559,rpsA,y,n,E-N
SPD_1312,rpsA,n,n,N-N
SPD_0672,cshB,n,y,N-E
rpsA,cshB,n,y,N-E
malC,nplT,n,n,N-N
yfnA,nplT,n,n,N-N
spr0669,nplT,n,n,N-N
pulI,nplT,n,n,N-N
malM,nplT,n,n,N-N
nplT,SPD_0662,n,n,N-N
ftsX,ftsE,n,y,N-E
SPD_1102,rnc,n,n,N-N
SPD_1103,rnc,n,n,N-N
smc,rnc,y,n,E-N
era,rnc,n,n,N-N
licC,licB,n,n,N-N
SPD_0647,SPD_0646,n,n,N-N
SP_1798,SP_1795,n,n,N-N
SP_2022,6-phospho-beta-glucosidase,n,y,N-E
SP_0249,6-phospho-beta-glucosidase,n,y,N-E
SP_0308,6-phospho-beta-glucosidase,n,y,N-E
SP_0305,6-phospho-beta-glucosidase,n,y,N-E
SP_0474,6-phospho-beta-glucosidase,n,y,N-E
SP_2024,6-phospho-beta-glucosidase,n,y,N-E
SP_0248,6-phospho-beta-glucosidase,n,y,N-E
SP_0310,6-phospho-beta-glucosidase,n,y,N-E
SP_0250,6-phospho-beta-glucosidase,n,y,N-E
SP_2023,6-phospho-beta-glucosidase,n,y,N-E
SP_0577,6-phospho-beta-glucosidase,n,y,N-E
SP_1795,6-phospho-beta-glucosidase,n,y,N-E
SP_2021,6-phospho-beta-glucosidase,n,y,N-E
SPD_1966,SPD_1967,n,n,N-N
SPD_0832,SPD_1967,n,n,N-N
SPD_0971,SPD_1967,n,n,N-N
SPD_0712,SPD_1967,n,n,N-N
SPD_0832,SPD_1906,n,n,N-N
SPD_0971,SPD_1906,n,n,N-N
SPD_1966,SPD_0972,n,n,N-N
SPD_0832,SPD_0972,n,n,N-N
SPD_0971,SPD_0972,n,n,N-N
SPD_0712,SPD_0972,n,n,N-N
SPD_0712,SPD_1316,n,n,N-N
SPD_1967,SPD_1316,n,n,N-N
SPD_1906,SPD_1316,n,n,N-N
SPD_0972,SPD_1316,n,n,N-N
SPD_0712,SPD_0711,n,n,N-N
SPD_1967,SPD_0711,n,n,N-N
SPD_1906,SPD_0711,n,n,N-N
SPD_0972,SPD_0711,n,n,N-N
SPD_1967,SPD_0639,n,n,N-N
SPD_0972,SPD_0639,n,n,N-N
SPD_1967,SPD_0638,n,n,N-N
SPD_1906,SPD_0638,n,n,N-N
SPD_0972,SPD_0638,n,n,N-N
SPD_1316,SPD_0638,n,n,N-N
SPD_0711,SPD_0638,n,n,N-N
SPD_0639,SPD_0638,n,n,N-N
psaD,nox,n,n,N-N
SPD_1459,nox,n,n,N-N
SPD_1459,SPD_0637,n,n,N-N
ccpA,ackA,n,n,N-N
Acylphosphatase,ackA,n,n,N-N
SPD_0634,SPD_0635,n,n,N-N
SPD_0634,SPD_0633,n,n,N-N
SPD_0635,SPD_0633,n,n,N-N
SPD_1473,ylmE,n,y,N-E
ylmG,ylmE,n,y,N-E
ylmH,ylmE,n,y,N-E
SP_1660,ylmE,n,y,N-E
SPD_0626,SPD_0625,n,n,N-N
SPD_0626,thiW,n,n,N-N
SPD_0625,thiW,n,n,N-N
SPD_1422,SPD_1423,n,y,N-E
SPD_1778,rsgA,n,n,N-N
SPD_1778,SPD_1779,n,n,N-N
rsgA,SPD_1779,n,n,N-N
thiW,thiD,n,n,N-N
SPD_1423,thiD,y,n,E-N
SPD_0626,thiM2,n,n,N-N
SPD_0625,thiM2,n,n,N-N
thiW,thiM2,n,n,N-N
SPD_1423,thiM2,y,n,E-N
thiD,thiM2,n,n,N-N
thiW,thiM,n,n,N-N
SPD_1423,thiM,y,n,E-N
thiD,thiM,n,n,N-N
thiM2,thiM,n,n,N-N
rsgA,SPD_0622,n,n,N-N
SPD_1779,SPD_0622,n,n,N-N
thiD,SPD_0622,n,n,N-N
thiM2,SPD_0622,n,n,N-N
thiM,SPD_0622,n,n,N-N
spr0623,spr0621,n,n,N-N
spr0624,spr0621,n,n,N-N
spr0147,spr0620,n,n,N-N
spr0623,spr0620,n,n,N-N
spr0624,spr0620,n,n,N-N
spr0621,spr0620,n,n,N-N
pyrK,pyrDa,n,n,N-N
pyrDa,uraA,n,n,N-N
SPD_1900,Transposase,n,n,N-N
SPD_1895,Transposase,n,n,N-N
spr1368,IS1239,n,n,N-N
Transposase,spr0612,n,n,N-N
IS1239,spr0612,n,n,N-N
SPD_0668,rlmN,n,n,N-N
rlmN,SPD_0671,n,n,N-N
SPD_0765,Aminotransferase,n,n,N-N
SPD_1473,ylmF,n,n,N-N
ylmG,ylmF,n,n,N-N
ylmH,ylmF,n,n,N-N
SP_1660,ylmF,n,n,N-N
ylmE,ylmF,y,n,E-N
Phosphodiesterase,murI,n,y,N-E
SPD_1653,murI,n,y,N-E
rluB,murI,n,y,N-E
SPD_1658,murI,n,y,N-E
scpB,murI,n,y,N-E
scpA,murI,n,y,N-E
SPD_1657,murI,n,y,N-E
SPD_0593,rsuA-2,n,n,N-N
SPD_1859,clgD,n,n,N-N
SPD_1857,clgD,n,n,N-N
cglB,clgD,n,n,N-N
rnz,hflX,y,y,E-E
cglD,spr0590,n,n,N-N
spr0592,spr0587,n,n,N-N
rnz,spr0587,y,n,E-N
hflX,spr0587,y,n,E-N
spr0590,spr0587,n,n,N-N
ccs4,SP_1945,n,n,N-N
SP_0956,SP_0957,n,n,N-N
SP_1945,SP_0958,n,n,N-N
SP_0956,SP_0958,n,n,N-N
SP_0957,SP_0958,n,n,N-N
rnz,SPD_0587,y,n,E-N
hflX,SPD_0587,y,n,E-N
rnz,miaA,y,n,E-N
hflX,miaA,y,n,E-N
spr0587,miaA,n,n,N-N
SPD_0587,miaA,n,n,N-N
SPD_0587,SPD_0582,n,n,N-N
miaA,SPD_0582,n,n,N-N
treR,treC,n,n,N-N
SPD_1214,aroB,n,n,N-N
SPD_1510,aroB,n,n,N-N
SPD_1511,aroB,n,n,N-N
SPD_1206,aroB,n,n,N-N
aroD,aroB,n,n,N-N
aroA,aroB,n,n,N-N
tyrA,aroB,n,n,N-N
spr1595,aroK,n,n,N-N
SPD_1560,aroK,y,n,E-N
aroD,aroK,n,n,N-N
aroA,aroK,n,n,N-N
psr,aroK,n,n,N-N
tyrA,aroK,n,n,N-N
aroB,aroK,n,n,N-N
spr1638,trpE,n,n,N-N
tyrA,trpE,n,n,N-N
glyS,trpE,n,n,N-N
spr1638,trpD,n,n,N-N
trpE,trpD,n,n,N-N
spr1638,trpC,n,n,N-N
trpE,trpC,n,n,N-N
trpD,trpC,n,n,N-N
fld,SPD_1151,n,n,N-N
tyrA,SPD_1151,n,n,N-N
crcB2,SPD_1151,n,n,N-N
crcB1,SPD_1151,n,n,N-N
trpE,SPD_1151,n,n,N-N
SPD_1206,aroC,n,n,N-N
aroD,aroC,n,n,N-N
aroA,aroC,n,n,N-N
tyrA,aroC,n,n,N-N
aroB,aroC,n,n,N-N
aroK,aroC,n,n,N-N
trpE,aroC,n,n,N-N
SPD_1151,aroC,n,n,N-N
phtE,zmpB,n,n,N-N
pvaA,hemK,n,n,N-N
SPD_0909,hemK,n,n,N-N
SPD_0905,hemK,n,n,N-N
zmpB,SPD_0576,n,n,N-N
hemK,SPD_0576,n,n,N-N
spr1600,trxA,n,n,N-N
SPD_0765,sodA,n,n,N-N
psaD,sodA,n,n,N-N
SPD_1713,SPD_1714,n,n,N-N
SPD_1712,SPD_1714,n,n,N-N
SPD_1565,trx,n,n,N-N
SPD_1566,trx,n,n,N-N
SP_1774,trx,n,n,N-N
psaD,trx,n,n,N-N
SPD_1393,trx,n,n,N-N
ccdA-2,SPD_0886,n,n,N-N
ccdA-2,SPD_0572,n,n,N-N
trx,ccdA-1,n,n,N-N
SPD_0886,ccdA-1,n,n,N-N
SPD_0572,ccdA-1,n,n,N-N
SPD_0568,SPD_0566,n,n,N-N
SPD_0568,SPD_0569,n,n,N-N
SPD_0566,SPD_0569,n,n,N-N
SPD_0565,SPD_0567,n,n,N-N
SPD_0568,SPD_0567,n,n,N-N
SPD_0566,SPD_0567,n,n,N-N
SPD_0569,SPD_0567,n,n,N-N
ccpA,hprK,n,n,N-N
SPD_1237,SPD_1238,n,n,N-N
hprK,SPD_1240,n,n,N-N
hemH,SPD_1240,n,n,N-N
SPD_1237,SPD_1240,n,n,N-N
SPD_1238,SPD_1240,n,n,N-N
spr0567,spr0566,n,n,N-N
SPD_1057,SPD_0561,n,n,N-N
SPD_1057,SPD_0560,n,n,N-N
SPD_0561,SPD_0560,n,n,N-N
SPD_1057,SPD_0559,n,n,N-N
SPD_0561,SPD_0559,n,n,N-N
SPD_0560,SPD_0559,n,n,N-N
SPD_0728,SPD_0729,n,n,N-N
SPD_0727,SPD_0729,n,n,N-N
SPD_0729,prtA,n,n,N-N
SPD_0548,SPD_0547,n,n,N-N
Helicase,celA,y,y,E-E
SPD_1593,celA,n,y,N-E
cglB,celA,n,y,N-E
SPD_1079,celA,n,y,N-E
SPD_0842,celA,n,y,N-E
lspA,celA,n,y,N-E
ccs4,coiA,n,y,N-E
pepF,coiA,y,y,E-E
cglB,coiA,n,y,N-E
O-methyltransferase,coiA,n,y,N-E
SPD_1716,SPD_1711,n,n,N-N
Helicase,SPD_1711,y,n,E-N
SPD_1714,SPD_1711,n,n,N-N
cglD,cglA,n,n,N-N
SPD_1864,cglA,n,n,N-N
SPD_1593,cglA,n,n,N-N
cglB,cglA,n,n,N-N
clgD,cglA,n,n,N-N
celA,cglA,y,n,E-N
SPD_1419,pepQ,n,n,N-N
ccpA,pepQ,n,n,N-N
SPD_1417,murM/fibA,y,n,E-N
fibB,murM/fibA,n,n,N-N
xseB,xseA,n,n,N-N
SPD_1061,xseA,n,n,N-N
sodA,xseA,n,n,N-N
celA,SPD_1122,y,n,E-N
coiA,SPD_1122,y,n,E-N
SPD_1711,SPD_1122,n,n,N-N
cglA,SPD_1122,n,n,N-N
GlnH,spr0536,n,n,N-N
spr0536,glnP,n,n,N-N
spr0536,GlnP,n,n,N-N
SP_1241,SP_0610,n,n,N-N
SP_0112,SP_0610,n,n,N-N
SP_1461,SP_0610,n,n,N-N
SP_1502,SP_0610,n,n,N-N
SP_0823,SP_0610,n,n,N-N
SP_0453,SP_0610,n,n,N-N
SP_1394,SP_0610,n,n,N-N
SP_0609,SP_0610,n,n,N-N
SP_0607,SP_0610,n,n,N-N
SP_0608,SP_0610,n,n,N-N
SPD_2014,iga,n,n,N-N
iga,SPD_0527,n,n,N-N
Cdd,deoC,n,n,N-N
recP-1,deoC,n,n,N-N
SPD_0739,deoC,n,n,N-N
SPD_0735,deoC,n,n,N-N
fucU,fucA,y,n,E-N
fucI,fucA,n,n,N-N
Acylphosphatase,SPD_1771,n,n,N-N
def,SPD_1286,y,n,E-N
trmD,SPD_1286,y,n,E-N
SPD_1422,truA,n,n,N-N
SPD_1423,truA,y,n,E-N
SPD_0672,cshA,n,n,N-N
rpsA,cshA,n,n,N-N
cshA,rny,n,n,N-N
SPD_0517,SPD_0514,n,n,N-N
SPD_0517,mrnC,n,n,N-N
SPD_0514,mrnC,n,n,N-N
Cdd,pnp,n,n,N-N
truA,pnp,n,n,N-N
cshA,pnp,n,n,N-N
rny,pnp,n,n,N-N
SPD_0514,pnp,n,n,N-N
mrnC,pnp,n,n,N-N
sufD,sufS,n,n,N-N
sufB,sufS,n,n,N-N
sufC,sufS,n,n,N-N
SPD_0765,sufS,n,n,N-N
sufS,SPD_0588,n,n,N-N
SPD_0761,SPD_0759,n,y,N-E
SPD_1323,SPD_1321,n,n,N-N
SPD_1322,SPD_1321,n,n,N-N
SPD_1321,SPD_0507,n,n,N-N
SPD_1959,SPD_1961,n,n,N-N
SPD_1960,SPD_1961,n,n,N-N
SPD_1846,SPD_1961,n,n,N-N
SP_0909,SP_0908,n,n,N-N
spr1400,spr1398,n,n,N-N
aspB,spr1398,n,n,N-N
spr1356,spr0502,n,n,N-N
tex,spr0502,n,n,N-N
snf,spr0502,n,n,N-N
spr1356,spr0501,n,n,N-N
tex,spr0501,n,n,N-N
snf,spr0501,n,n,N-N
spr0502,spr0501,n,n,N-N
spr1356,spr0500,n,n,N-N
tex,spr0500,n,n,N-N
snf,spr0500,n,n,N-N
spr0494,spr0500,n,n,N-N
spr0502,spr0500,n,n,N-N
spr0501,spr0500,n,n,N-N
spr1356,spr0503,n,n,N-N
tex,spr0503,n,n,N-N
snf,spr0503,n,n,N-N
spr0494,spr0503,n,n,N-N
spr1398,spr0503,n,n,N-N
spr0502,spr0503,n,n,N-N
spr0501,spr0503,n,n,N-N
spr0500,spr0503,n,n,N-N
spr1398,spr0499,n,n,N-N
spr0502,spr0499,n,n,N-N
spr0501,spr0499,n,n,N-N
spr0500,spr0499,n,n,N-N
spr0503,spr0499,n,n,N-N
SPD_1592,SPD_0492,n,n,N-N
SPD_0493,SPD_0492,n,n,N-N
SPD_0493,SPD_0491,n,n,N-N
SPD_0492,SPD_0491,n,n,N-N
rumA-2,recX,n,n,N-N
SPD_0961,recX,y,n,E-N
SPD_1706,recX,n,n,N-N
SPD_0488,SPD_0487,n,n,N-N
spr0685,rimM,n,y,N-E
spr0684,rimM,n,y,N-E
trmD,rimM,y,y,E-E
SP_0777,rimM,n,y,N-E
rimM,rbfA,y,n,E-N
rimM,rimP,y,n,E-N
rbfA,rimP,n,n,N-N
trmB,SPD_0476,n,n,N-N
SPD_1316,SPD_1595,n,n,N-N
SPD_0711,SPD_1595,n,n,N-N
SPD_0639,SPD_1595,n,n,N-N
SPD_1595,SPD_1594,n,n,N-N
blpZ,spr0471,n,n,N-N
SPD_0474,blpY,n,n,N-N
spr0471,blpY,n,n,N-N
spr0471,spr0470,n,n,N-N
blpY,spr0470,n,n,N-N
spr1259,spr0777,n,n,N-N
gtrB,spr1403,n,n,N-N
spr1404,spr1403,n,n,N-N
spr0468,spr0467,n,n,N-N
spr0075,spr0466,n,n,N-N
spr0777,spr0466,n,n,N-N
spr1403,spr0466,n,n,N-N
spr0468,spr0466,n,n,N-N
spr0467,spr0466,n,n,N-N
comC1,comE,n,n,N-N
SPD_1122,comE,n,n,N-N
blpB,blpC,n,n,N-N
comE,blpH,n,n,N-N
blpC,blpH,n,n,N-N
blpC,blpR,n,n,N-N
blpH,blpR,n,n,N-N
blpC,blpS,n,n,N-N
blpH,blpS,n,n,N-N
blpR,blpS,n,n,N-N
blpR,SPD_0466,n,n,N-N
blpS,SPD_0466,n,n,N-N
Helicase,SPD_2036,y,n,E-N
spx,SPD_1233,n,n,N-N
rpsA,SPD_1233,n,n,N-N
trmB,SPD_1233,n,n,N-N
SPD_2036,SPD_1233,n,n,N-N
spx,SPD_1234,n,n,N-N
SPD_1238,SPD_1234,n,n,N-N
SPD_2036,SPD_1234,n,n,N-N
SPD_1233,SPD_1234,n,n,N-N
SPD_2036,SPD_0464,n,n,N-N
SPD_1233,SPD_0464,n,n,N-N
SPD_1234,SPD_0464,n,n,N-N
xseB,SPD_1064,n,n,N-N
SPD_1061,SPD_1064,n,n,N-N
xseA,SPD_1064,n,n,N-N
SPD_0464,SPD_0463,n,n,N-N
SPD_1064,SPD_0463,n,n,N-N
SPD_1572,prmA,n,n,N-N
SPD_1233,prmA,n,n,N-N
SPD_1366,SPD_1367,n,n,N-N
SPD_1365,SPD_1367,n,n,N-N
SPD_1312,SPD_1367,n,n,N-N
cshB,SPD_1367,y,n,E-N
cshA,SPD_1367,n,n,N-N
spr2000,ctsR,n,n,N-N
spr1999,ctsR,n,n,N-N
groEL,ctsR,n,n,N-N
clpE,ctsR,n,n,N-N
SPD_2022,ctsR,n,n,N-N
sodA,groES,n,n,N-N
clpE,groES,n,n,N-N
SPD_2022,groES,n,n,N-N
ctsR,groES,n,n,N-N
clpE,grpE,n,n,N-N
SPD_2022,grpE,n,n,N-N
ctsR,grpE,n,n,N-N
groES,grpE,n,n,N-N
clpE,hrcA,n,n,N-N
SPD_2022,hrcA,n,n,N-N
ctsR,hrcA,n,n,N-N
groES,hrcA,n,n,N-N
grpE,hrcA,n,n,N-N
SPD_0457,SPD_0456,n,n,N-N
SPD_0783,SPD_0784,n,n,N-N
SPD_0451,SPD_0784,n,n,N-N
SPD_0783,SPD_0782,n,n,N-N
SPD_0451,SPD_0782,n,n,N-N
SPD_0784,SPD_0782,n,n,N-N
SPD_0783,hsdR,n,n,N-N
SPD_0451,hsdR,n,n,N-N
SPD_0782,hsdR,n,n,N-N
Integrase/recombinase,hsdR,n,n,N-N
SPD_0783,hsdM,n,n,N-N
SPD_0451,hsdM,n,n,N-N
SPD_0784,hsdM,n,n,N-N
Integrase/recombinase,hsdM,n,n,N-N
hsdR,hsdM,n,n,N-N
SPD_0784,hsdS,n,n,N-N
SPD_0782,hsdS,n,n,N-N
HsdS,hsdS,n,n,N-N
HsdR,hsdS,n,n,N-N
HsdM,hsdS,n,n,N-N
Integrase/recombinase,hsdS,n,n,N-N
SP_0892,hsdS,n,n,N-N
SP_0886,hsdS,n,n,N-N
hsdR,hsdS,n,n,N-N
hsdM,hsdS,n,n,N-N
SPD_0818,proA,n,n,N-N
proB,proA,n,n,N-N
rluD,proA,n,n,N-N
lspA,proA,n,n,N-N
SPD_1979,arcC,n,n,N-N
SPD_1978,arcC,n,n,N-N
spr1956,arcC,n,n,N-N
spr1955,arcC,n,n,N-N
arcA,arcC,n,n,N-N
aguA,arcC,n,n,N-N
pvaA,SPD_0911,n,n,N-N
SPD_0909,SPD_0911,n,n,N-N
SPD_0905,SPD_0911,n,n,N-N
hemK,SPD_0911,n,n,N-N
SPD_0447,SPD_0446,n,n,N-N
SPD_0911,SPD_0446,n,n,N-N
SPD_1377,SPD_1376,n,n,N-N
SPD_0946,SPD_1376,n,n,N-N
SPD_0440,SPD_0439,n,n,N-N
SPD_0440,SPD_0437,n,n,N-N
SPD_0439,SPD_0437,n,n,N-N
SPD_0626,SPD_0627,n,n,N-N
SPD_0625,SPD_0627,n,n,N-N
thiW,SPD_0627,n,n,N-N
thiM2,SPD_0627,n,n,N-N
SPD_1422,ecfT,n,n,N-N
SPD_2044,ecfT,n,n,N-N
truA,ecfT,n,n,N-N
SPD_0627,ecfT,n,n,N-N
SPD_0627,SPD_0684,n,n,N-N
ecfT,SPD_0684,n,n,N-N
SPD_2044,cbiO1,n,y,N-E
SPD_0627,cbiO1,n,y,N-E
ecfT,cbiO1,n,y,N-E
SPD_0684,cbiO1,n,y,N-E
SPD_1422,cbiO2,n,n,N-N
SPD_2044,cbiO2,n,n,N-N
SPD_0627,cbiO2,n,n,N-N
ecfT,cbiO2,n,n,N-N
SPD_0684,cbiO2,n,n,N-N
cbiO1,cbiO2,y,n,E-N
SPD_0627,SPD_0435,n,n,N-N
ecfT,SPD_0435,n,n,N-N
SPD_0684,SPD_0435,n,n,N-N
cbiO1,SPD_0435,y,n,E-N
cbiO2,SPD_0435,n,n,N-N
SPD_0434,SPD_0435,n,n,N-N
SPD_0433,SPD_0432,n,n,N-N
SPD_0434,SPD_0432,n,n,N-N
SPD_0435,SPD_0432,n,n,N-N
SPD_1045,lacG-2,n,n,N-N
lacT,lacG-2,n,n,N-N
lacA,lacG-2,n,n,N-N
lacA,lacG-1,n,n,N-N
lacG-2,lacG-1,n,n,N-N
lacG-1,SPD_0425,n,n,N-N
SPD_1093,SPD_1347,n,n,N-N
SPD_1347,SPD_1348,n,n,N-N
spr1886,spr0818,n,n,N-N
spr0817,spr0818,n,n,N-N
spr0818,spr0412,n,n,N-N
spr1120,spr0535,n,n,N-N
spr1315,spr0535,n,n,N-N
spr1355,spr0535,n,n,N-N
spr0727,spr0535,n,n,N-N
GlnH,spr0535,n,n,N-N
spr0536,spr0535,n,n,N-N
glnP,spr0535,n,n,N-N
GlnP,spr0535,n,n,N-N
spr0535,spr1251,n,n,N-N
spr0621,GlnQ,n,n,N-N
spr0620,GlnQ,n,n,N-N
spr1353,glnH,n,n,N-N
spr1314,glnH,n,n,N-N
spr0535,glnH,n,n,N-N
spr1251,glnH,n,n,N-N
spr1354,glnH,n,n,N-N
GlnQ,glnH,n,n,N-N
spr1121,glnH,n,n,N-N
spr0728,glnH,n,n,N-N
glnQ,glnH,n,n,N-N
SPD_1605,codY,n,y,N-E
SPD_1411,codY,n,y,N-E
ccpA,codY,n,y,N-E
SPD_1223,budA,n,n,N-N
spr1137,ilvC,n,n,N-N
SPD_0407,ilvC,n,n,N-N
SPD_1113,ilvC,n,n,N-N
SPD_1036,SPD_1035,n,n,N-N
SPD_1097,SPD_0996,n,n,N-N
SPD_1864,SPD_0996,n,n,N-N
hup,SPD_0996,y,n,E-N
SPD_1591,SPD_1590,n,n,N-N
SPD_1589,SPD_1590,n,n,N-N
SPD_1588,SPD_1590,n,n,N-N
SPD_1036,SPD_0403,n,n,N-N
SPD_1035,SPD_0403,n,n,N-N
SPD_0996,SPD_0403,n,n,N-N
SPD_1388,SPD_0403,n,n,N-N
SPD_1590,SPD_0402,n,n,N-N
SPD_0403,SPD_0402,n,n,N-N
gatC,gatB,y,y,E-E
glyS,efp,n,y,N-E
SPD_0394,efp,n,y,N-E
SPD_0394,nusB,n,y,N-E
efp,nusB,y,y,E-E
SPD_2006,dltA,n,n,N-N
dltD,dltA,n,n,N-N
dltB,dltA,n,n,N-N
SPD_2006,dltC,n,n,N-N
dltD,dltC,n,n,N-N
dltB,dltC,n,n,N-N
dltA,dltC,n,n,N-N
SPD_1237,SPD_1239,n,n,N-N
SPD_1238,SPD_1239,n,n,N-N
SPD_1240,SPD_1239,n,n,N-N
SPD_1510,acpS,n,y,N-E
SPD_1511,acpS,n,y,N-E
coaE,acpS,y,y,E-E
SPD_0697,SPD_0695,n,n,N-N
SPD_0696,SPD_0695,n,n,N-N
SPD_0694,SPD_0695,n,n,N-N
SPD_0795,SPD_0796,n,n,N-N
cca,dapB,y,y,E-E
SPD_1385,dapB,n,y,N-E
SPD_1311,dapA,n,n,N-N
dapB,dapA,y,n,E-N
dapB,dapH,y,n,E-N
dapA,dapH,n,n,N-N
SPD_1589,SPD_1587,n,n,N-N
SPD_1588,SPD_1587,n,n,N-N
SPD_2014,SPD_1587,n,n,N-N
iga,SPD_1587,n,n,N-N
SPD_1590,SPD_1587,n,n,N-N
SPD_0400,SPD_1587,n,n,N-N
SPD_1374,aspC,y,n,E-N
SPD_1372,aspC,n,n,N-N
lys1,lysA,n,n,N-N
dapB,lysA,y,n,E-N
dapA,lysA,n,n,N-N
dapH,lysA,n,n,N-N
dapB,asd,y,n,E-N
dapA,asd,n,n,N-N
dapH,asd,n,n,N-N
lysA,asd,n,n,N-N
SPD_0593,SPD_0594,n,n,N-N
SPD_2032,SPD_2029,n,n,N-N
SPD_1217,SPD_0965,n,n,N-N
SPD_0962,SPD_0965,n,n,N-N
SPD_0961,SPD_0965,y,n,E-N
cpoA,SPD_0965,n,n,N-N
SPD_2029,SPD_0965,n,n,N-N
SPD_1762,SPD_1763,n,n,N-N
SPD_0965,SPD_1763,n,n,N-N
SPD_1482,ddlA,n,y,N-E
murI,ddlA,y,y,E-E
dltA,ddlA,n,y,N-E
dltC,ddlA,n,y,N-E
SPD_1214,aroE,n,n,N-N
SPD_1206,aroE,n,n,N-N
aroD,aroE,n,n,N-N
aroA,aroE,n,n,N-N
tyrA,aroE,n,n,N-N
aroB,aroE,n,n,N-N
aroK,aroE,n,n,N-N
aroC,aroE,n,n,N-N
ddlA,aroE,y,n,E-N
ddlA,lepB,y,y,E-E
aroE,lepB,n,y,N-E
lepB,rnhC,y,n,E-N
sodA,tuf,n,y,N-E
groES,tuf,n,y,N-E
grpE,tuf,n,y,N-E
pgk,tuf,y,y,E-E
mrnC,pavA,n,n,N-N
groES,tig,n,n,N-N
tuf,tig,y,n,E-N
pavA,tig,n,n,N-N
SPD_0411,SPD_0530,n,n,N-N
SP_0610,aatB,n,n,N-N
SPD_0411,aatB,n,n,N-N
SPD_0411,SPD_1226,n,n,N-N
SPD_0411,SPD_0412,n,n,N-N
SPD_0411,SPD_0617,n,n,N-N
SPD_0530,SPD_0617,n,n,N-N
SPD_1226,SPD_0617,n,n,N-N
lacR1,1-phosphofructokinase,n,n,N-N
ccpA,ptsI,n,n,N-N
hprK,ptsI,n,n,N-N
SPD_1426,phnA,n,n,N-N
hprK,phnA,n,n,N-N
phnA,mtlA,n,y,N-E
mtlD,mtlA,y,y,E-E
ccs4,lytA,n,n,N-N
SPD_1463,lytA,n,n,N-N
dinF,lytA,n,n,N-N
trzA,pcpA,n,n,N-N
phtE,pcpA,n,n,N-N
spr0583,spr1274,n,n,N-N
SPD_0579,cbpF,n,n,N-N
pcpC,spr0349,n,n,N-N
cbpF,spr0349,n,n,N-N
spr0349,spr0348,n,n,N-N
lytA,cbpG,n,n,N-N
pcpA,cbpG,n,n,N-N
spr1274,cbpG,n,n,N-N
cbpD,cbpG,n,n,N-N
pcpC,cbpG,n,n,N-N
cbpF,cbpG,n,n,N-N
spr0349,cbpG,n,n,N-N
cbpG,SP_0389,n,n,N-N
SPD_1733,SPD_1734,n,n,N-N
spr1259,rr03,n,n,N-N
spr0347,spr0346,n,n,N-N
spr0342,spr0345,n,n,N-N
hk03,spr0345,n,n,N-N
rr03,spr0345,n,n,N-N
spr0347,spr0345,n,n,N-N
spr0346,spr0345,n,n,N-N
tehB,smpB,n,n,N-N
rnr,smpB,n,n,N-N
celA,nusG,y,n,E-N
nusB,nusG,y,n,E-N
tuf,nusG,y,n,E-N
SPD_0961,SPD_0959,y,n,E-N
SPD_1094,SPD_0959,n,n,N-N
cpoA,SPD_0959,n,n,N-N
sufD,SPD_0959,n,n,N-N
sufC,SPD_0959,n,n,N-N
SPD_1801,SPD_1799,n,n,N-N
SPD_1800,SPD_1799,n,n,N-N
SPD_1802,SPD_1799,n,n,N-N
SPD_1803,SPD_1799,n,n,N-N
SPD_0353,SPD_0351,n,n,N-N
SPD_0353,SPD_0350,n,n,N-N
SPD_0351,SPD_0350,n,n,N-N
SPD_1435,SPD_1433,y,n,E-N
